10, 0.2034 0.2591 0.3447 0.3795 0.5912 0.6245 0.4764 0.3579 0.3501
20, 0.1913 0.4162 0.4428 0.4969 0.4539 0.5653 0.5074 0.4202 0.2958
40, 0.248 0.4564 0.5319 0.7036 0.6715 0.6601 0.5692 0.4168 0.4207
60, 0.2392 0.4429 0.5879 0.7416 0.7641 0.7666 0.627 0.505 0.4152
80, 0.2882 0.4394 0.5981 0.7415 0.7329 0.7558 0.6133 0.5477 0.5306
100, 0.2723 0.4545 0.6378 0.78 0.7631 0.7739 0.6692 0.5364 0.4695
600, 0.3697 0.6636 0.8117 0.8793 0.8372 0.8653 0.7985 0.6967 0.6448
1000, 0.3859 0.7268 0.8465 0.9005 0.8586 0.8754 0.8272 0.7366 0.6891
3000, 0.4665 0.7947 0.8862 0.9266 0.8764 0.9065 0.8662 0.7989 0.7613
